radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,310,410,9876,197398024,-1,-80.8012,35.0148,3546,15,1,1687968132,1754192731,0
LTE,310,410,9869,199343386,-1,-80.7951,35.0084,1000,16,1,1687972422,1754192732,0
LTE,310,260,31700,34985750,-1,-81.1884,34.6853,6934,29,1,1687604443,1773535501,0
LTE,310,410,9858,197628945,-1,-81.3927,34.5991,1605,49,1,1687605483,1775433251,0
LTE,310,260,31523,84750091,-1,-81.433,34.5952,2380,49,1,1687605583,1775433252,0
LTE,310,260,31704,37412117,-1,-81.5553,34.5361,5242,28,1,1687605963,1775433254,0
LTE,310,260,31704,37412119,-1,-81.6518,34.5024,9569,17,1,1687606397,1775433255,0
LTE,310,260,31523,89021973,-1,-81.7745,34.4813,2947,2,1,1687607057,1756958454,0
LTE,310,260,31700,16025857,-1,-81.9599,35.0128,1000,2,1,1687675362,1753463822,0
LTE,310,410,9877,199382801,-1,-80.5281,35.0922,1819,26,1,1688314180,1753804516,0
LTE,310,410,9877,197564682,-1,-80.5011,35.1243,12192,27,1,1688314810,1753804515,0
LTE,310,410,9869,199458497,-1,-80.7469,35.0398,1100,24,1,1688414912,1754620761,0
LTE,310,410,9874,198858851,-1,-80.8332,35.2229,1000,14,1,1688466831,1774030691,0
LTE,310,410,10533,22574266,-1,-80.6784,32.9629,1571,22,1,1669582448,1740192017,0
LTE,310,410,10534,23035401,-1,-80.6694,33.0008,1361,16,1,1669582558,1741047795,0
LTE,310,410,10532,22812425,-1,-80.5162,33.3871,4313,50,1,1669583958,1741047802,0
LTE,310,410,10532,22812424,-1,-80.4829,33.4421,1000,21,1,1669584138,1741047803,0
LTE,310,410,10532,20993802,-1,-80.4397,33.515,1157,27,1,1669584578,1741047804,0
LTE,310,410,10502,21760520,-1,-80.271,33.6686,2297,30,1,1669585258,1755804242,0
LTE,310,410,10502,20987409,-1,-80.0524,33.9526,1240,22,1,1669586248,1755804241,0
LTE,310,410,10522,23016458,-1,-79.8695,34.1642,1589,21,1,1669587148,1755802383,0
LTE,310,410,10002,195461385,-1,-79.053,34.8332,6735,27,1,1669591743,1772326384,0
LTE,310,410,10002,195461392,-1,-79.0585,34.8227,7796,34,1,1669591763,1772326383,0
LTE,310,410,10002,194611465,-1,-78.9272,34.9363,1732,38,1,1669592083,1740191943,0
LTE,310,410,10002,194928906,-1,-78.8204,35.0086,1000,24,1,1669592433,1741047868,0
LTE,310,410,10002,194928904,-1,-78.8079,35.0295,1679,37,1,1669592483,1741133102,0
LTE,310,260,31733,18434057,-1,-82.4501,35.258,3053,43,1,1688847169,1754151841,0
LTE,310,260,31733,228939583,-1,-82.4579,35.2477,1000,13,1,1688984885,1753765862,0
LTE,310,260,31516,19833868,-1,-82.4497,35.288,3298,22,1,1688998635,1753765867,0
LTE,310,260,31733,17943820,-1,-82.4709,35.2653,2341,15,1,1688998695,1753765862,0
LTE,310,410,9865,21309194,-1,-82.5716,35.242,2055,45,1,1688999295,1754151842,0
LTE,310,410,9880,199452845,-1,-80.7391,35.2333,1000,23,1,1688817245,1753152912,0
LTE,310,410,9874,197539094,-1,-80.8437,35.2172,1216,11,1,1689361373,1774030694,0
LTE,310,410,9872,198849571,-1,-80.9692,35.1131,1000,5,1,1689438264,1776259922,0
LTE,310,410,9872,198849315,-1,-80.9717,35.1121,1000,8,1,1689438274,1776259922,0
LTE,310,410,9859,199116899,-1,-80.9912,35.0625,1000,13,1,1689439344,1776259442,0
LTE,310,410,9859,199117155,-1,-80.9884,35.0609,1000,11,1,1689439444,1779922742,0
LTE,310,410,9859,199117411,-1,-80.9629,35.0615,500,28,1,1689439554,1773434463,0
LTE,310,410,9859,199118129,-1,-80.9341,35.0746,1039,18,1,1689454192,1748398573,0
LTE,310,410,9876,199458967,-1,-80.6065,35.0694,1726,50,1,1689703972,1753496244,0
LTE,310,410,9869,199456662,-1,-80.6162,35.0848,1565,50,1,1689704052,1753496244,0
LTE,310,410,9880,199454101,-1,-80.7906,35.1644,1108,25,1,1689769274,1744544354,0
LTE,310,410,9869,199599376,-1,-80.8199,35.0171,3522,24,1,1690389600,1754192732,0
LTE,310,260,31506,35213079,-1,-78.8179,35.0121,1453,51,1,1690452221,1741133402,0
LTE,310,260,31506,18952457,-1,-78.8553,34.9779,1921,50,1,1690455409,1741049661,0
LTE,310,260,31506,228537877,-1,-78.8727,34.9702,1146,24,1,1690455499,1741049356,0
LTE,310,260,31712,225249027,-1,-78.956,34.9086,759,28,1,1690455919,1741049660,0
LTE,310,260,31712,19158535,-1,-78.9936,34.7902,1515,30,1,1690456399,1741049658,0
