radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,310,410,10498,21026319,0,-81.8301,34.4892,19782,50,1,1458660384,1759102090,0
LTE,310,410,10499,21346320,0,-81.4282,34.6044,8136,43,1,1458660385,1775433252,0
LTE,310,410,10500,20866577,0,-81.3543,34.1613,3455,24,1,1458660385,1775433271,0
LTE,310,410,10500,20538896,0,-81.3469,34.1916,8400,49,1,1458660385,1759102084,0
LTE,310,410,10500,20549137,0,-80.9718,34.1713,1434,49,1,1458660385,1771936635,0
LTE,310,410,10505,20742680,0,-82.6556,34.5964,5616,27,1,1458660390,1782994201,0
LTE,310,410,10505,20601880,0,-82.5409,34.6387,7590,24,1,1458660390,1782994621,0
LTE,310,410,10505,20804113,0,-83.0427,34.6701,4581,31,1,1458660390,1775433346,0
LTE,310,410,10505,20857880,0,-82.9169,34.5146,6922,32,1,1458660390,1775433340,0
LTE,310,410,10505,20535319,0,-82.6875,34.5803,20717,50,1,1458660390,1782994141,0
LTE,310,410,10505,20778518,0,-82.7127,34.5751,5446,50,1,1458660390,1782994081,0
LTE,310,410,10500,20536335,0,-81.2392,34.1433,16259,28,1,1458660385,1759102083,0
LTE,310,410,10500,21501456,0,-81.4238,34.1543,6246,34,1,1458660386,1775433274,0
LTE,310,410,10505,20742678,0,-82.6199,34.6202,9673,27,1,1458660390,1782994381,0
LTE,310,410,10505,20857878,0,-82.891,34.5256,2098,49,1,1458660390,1775433340,0
LTE,310,410,12545,176913935,0,-81.8946,30.6652,3189,41,1,1458834888,1772326215,0
LTE,310,410,12545,176962319,0,-83.1453,30.6108,3326,32,1,1458834888,1772585821,0
LTE,310,410,12545,177459466,0,-82.9612,30.4575,19489,50,1,1458834889,1748068700,0
LTE,310,410,12545,177464080,0,-82.8049,30.3135,14837,32,1,1458834890,1748308272,0
LTE,310,410,12545,177461775,0,-83.0139,30.5778,28833,50,1,1458834890,1772585775,0
LTE,310,410,12545,177464073,0,-82.7906,30.3023,2573,50,1,1458834890,1748068703,0
LTE,310,410,12545,177459473,0,-82.9641,30.4571,24327,50,1,1458834889,1748308274,0
LTE,310,410,12545,177461768,0,-83.0455,30.5164,25598,29,1,1458834890,1772585776,0
